Drug_Reference_ID,NDC,Drug_Name,Generic_Name,Brand_Name,Strength,Strength_Unit,Dosage_Form,Route,Manufacturer,Drug_Class,Active_Flag,Effective_Date,End_Date,Source_System
DRG00484,86832223497,Prinivil,Lisinopril,Prinivil,5,mg/mL,Capsule,Inhalation,Northstar Pharma,Antibiotic,Y,2022-12-04,,DrugReferenceHub
DRG00485,94306492934,Norvasc,Amlodipine,Norvasc,20,mcg,Cream,Transdermal,Atlas Medications,Lipid Lowering,Y,2023-08-19,,DrugReferenceHub
DRG00486,52862954898,Cozaar,Losartan,Cozaar,5,mg,Solution,Oral,BlueRiver Pharmaceuticals,Antibiotic,N,2022-02-09,2022-08-20,DrugReferenceHub
DRG00487,34030808751,Prilosec,Omeprazole,Prilosec,5,mg/mL,Capsule,Intravenous,Beacon Life Sciences,Respiratory,Y,2023-05-13,,DrugReferenceHub
DRG00488,64302947246,Neurontin,Gabapentin,Neurontin,5,mg/mL,Tablet,Oral,Evergreen Labs,Lipid Lowering,Y,2025-11-02,,DrugReferenceHub
DRG00489,76548454081,Synthroid,Levothyroxine,Synthroid,500,mg/mL,Solution,Transdermal,Pioneer Medical,Neurologic,Y,2023-10-10,,DrugReferenceHub
DRG00490,17997612230,Zoloft,Sertraline,Zoloft,250,mg/mL,Patch,Transdermal,PIONEER MEDICAL,Neurologic,N,2024-11-04,2026-09-05,DrugReferenceHub
DRG00491,15501225748,Crestor,Rosuvastatin,Crestor,500,mg/mL,Cream,Intravenous,BlueRiver Pharmaceuticals,Neurologic,N,2022-06-07,2023-11-25,DrugReferenceHub
DRG00492,42576948965,Lexapro,Escitalopram,Lexapro,1000,mg,Suspension,Intravenous,Crescent Therapeutics,Gastrointestinal,Y,2024-07-18,,DrugReferenceHub
DRG00493,73921220685,Singulair,Montelukast,Singulair,100,mcg,Cream,Oral,Pioneer Medical,Neurologic,Y,2023-06-28,,DrugReferenceHub
DRG00494,95394474535,Cymbalta,Duloxetine,Cymbalta,250,mg/mL,Cream,Transdermal,Atlas Medications,Gastrointestinal,Y,2024-12-23,,DrugReferenceHub
DRG00495,58914968790,Plavix,Clopidogrel,Plavix,10,units/mL,Cream,Inhalation,Atlas Medications,Endocrine,Y,2025-09-18,,DrugReferenceHub
DRG00496,12237637159,Protonix,Pantoprazole,Protonix,50,units/mL,Inhaler,Inhalation,Summit Therapeutics,Antibiotic,N,2024-02-17,2025-12-19,DrugReferenceHub
DRG00497,87180850251,Microzide,Hydrochlorothiazide,Microzide,20,mg/mL,Injection,Intravenous,Beacon Life Sciences,Antibiotic,Y,2022-05-31,,DrugReferenceHub
DRG00498,92139958992,Eliquis,Apixaban,Eliquis,40,mcg,Inhaler,Subcutaneous,Summit Therapeutics,Antidiabetic,N,2023-11-28,2024-06-28,DrugReferenceHub
DRG00499,21322844418,Jardiance,Empagliflozin,Jardiance,500,mg,Suspension,Oral,Summit Therapeutics,Antibiotic,Y,2022-06-29,,DrugReferenceHub
DRG00500,31106224472,Januvia,Sitagliptin,Januvia,20,units/mL,Cream,Transdermal,Evergreen Labs,Gastrointestinal,Y,2023-10-20,,DrugReferenceHub
DRG00501,40972267118,Lantus,Insulin Glargine,Lantus,500,mg/mL,Tablet,Topical,Pioneer Medical,Anticoagulant,Y,2022-03-31,,DrugReferenceHub
DRG00502,68817261549,Humalog,Insulin Lispro,Humalog,250,mcg,Inhaler,Intravenous,Evergreen Labs,Anticoagulant,Y,2024-07-25,,DrugReferenceHub
DRG00503,33745564480,Prozac,Fluoxetine,Prozac,20,units/mL,Injection,Oral,Atlas Medications,Antihypertensive,Y,2023-03-30,,DrugReferenceHub
DRG00504,37135715266,Wellbutrin,Bupropion,Wellbutrin,1000,mcg,Solution,Subcutaneous,Northstar Pharma,Antidepressant,Y,2022-10-22,,DrugReferenceHub
DRG00505,29471563846,Coreg,Carvedilol,Coreg,500,units/mL,Tablet,Intravenous,Meridian Pharma,Gastrointestinal,Y,2022-01-26,,DrugReferenceHub
DRG00506,21642883934,Lopressor,Metoprolol,Lopressor,25,mcg,Capsule,Inhalation,Crescent Therapeutics,Respiratory,N,2025-07-22,2027-04-14,DrugReferenceHub
DRG00507,44905932967,Lasix,Furosemide,Lasix,25,mg/mL,Patch,Intravenous,Crescent Therapeutics,Neurologic,Y,2025-05-08,,DrugReferenceHub
DRG00508,28309735158,Aldactone,Spironolactone,Aldactone,250,mcg,Injection,Intravenous,Pioneer Medical,Respiratory,Y,2025-04-01,,DrugReferenceHub
DRG00509,13954840715,Ventolin,Albuterol,Ventolin,500,units/mL,Cream,Oral,Crescent Therapeutics,Antidiabetic,Y,2022-03-26,,DrugReferenceHub
DRG00510,50146274292,Vibramycin,Doxycycline,Vibramycin,500,mcg,Injection,Transdermal,Atlas Medications,Antidepressant,Y,2023-05-27,,DrugReferenceHub
DRG00511,58801526081,Ozempic,Semaglutide,Ozempic,100,units/mL,Patch,Subcutaneous,REDWOOD PHARMA,Antihypertensive,N,2025-11-21,2027-09-05,DrugReferenceHub
DRG00512,37570262831,Glucophage,Metformin,Glucophage,25,mg,Suspension,Topical,Atlas Medications,Respiratory,Y,2024-04-25,,DrugReferenceHub
DRG00513,47494236310,Lipitor,Atorvastatin,Lipitor,5,mg,Tablet,Topical,Summit Therapeutics,Gastrointestinal,Y,2022-07-07,,DrugReferenceHub
DRG00514,59211433737,Prinivil,Lisinopril,Prinivil,100,mcg,Suspension,Inhalation,Pioneer Medical,Respiratory,Y,2022-07-26,,DrugReferenceHub
DRG00515,96515232917,Norvasc,Amlodipine,Norvasc,5,mg,Injection,Oral,Atlas Medications,Lipid Lowering,Y,2023-01-20,,DrugReferenceHub
DRG00516,71138176370,Cozaar,Losartan,Cozaar,25,mcg,Suspension,Subcutaneous,Northstar Pharma,Antidiabetic,Y,2025-11-22,,DrugReferenceHub
DRG00517,84334385421,Prilosec,Omeprazole,Prilosec,40,mg/mL,Inhaler,Topical,Crescent Therapeutics,Endocrine,Y,2022-09-05,,DrugReferenceHub
DRG00518,22366963895,Neurontin,Gabapentin,Neurontin,250,units/mL,Patch,Inhalation,Summit Therapeutics,Neurologic,Y,2025-08-13,,DrugReferenceHub
DRG00519,55296874591,Synthroid,Levothyroxine,Synthroid,20,mcg,Tablet,Topical,Evergreen Labs,Antidepressant,N,2024-09-18,2025-11-09,DrugReferenceHub
DRG00520,26718530956,Zoloft,Sertraline,Zoloft,40,mg,Tablet,Subcutaneous,Crescent Therapeutics,Neurologic,N,2025-09-09,2026-04-21,DrugReferenceHub
DRG00521,10849291063,Crestor,Rosuvastatin,Crestor,100,mg/mL,Cream,Intravenous,Summit Therapeutics,Gastrointestinal,Y,2025-04-22,,DrugReferenceHub
DRG00522,26059713727,Lexapro,Escitalopram,Lexapro,5,mcg,Suspension,Topical,Redwood Pharma,Lipid Lowering,Y,2023-05-01,,DrugReferenceHub
DRG00523,54458104234,Singulair,Montelukast,Singulair,10,units/mL,Injection,Topical,Crescent Therapeutics,Respiratory,Y,2025-04-25,,DrugReferenceHub
DRG00524,96959249363,Cymbalta,Duloxetine,Cymbalta,40,units/mL,Solution,Inhalation,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2022-09-05,,DrugReferenceHub
DRG00525,64322142638,Plavix,Clopidogrel,Plavix,20,mcg,Injection,Oral,Pioneer Medical,Respiratory,N,2023-03-02,2025-11-02,DrugReferenceHub
DRG00526,36069903176,Protonix,Pantoprazole,Protonix,5,mcg,Cream,Topical,Atlas Medications,Antidepressant,Y,2022-11-06,,DrugReferenceHub
DRG00527,65812527931,Microzide,Hydrochlorothiazide,Microzide,500,mg/mL,Inhaler,Inhalation,Northstar Pharma,Respiratory,Y,2022-07-14,,DrugReferenceHub
DRG00528,27560233760,Eliquis,,Eliquis,1000,mcg,Patch,Inhalation,Pioneer Medical,Respiratory,Y,2022-05-12,,DrugReferenceHub
DRG00529,64075701520,Jardiance,Empagliflozin,Jardiance,50,mcg,Capsule,Oral,Redwood Pharma,Anticoagulant,Y,2022-10-01,,DrugReferenceHub
DRG00530,27054682245,Januvia,Sitagliptin,Januvia,20,units/mL,Patch,Intravenous,Evergreen Labs,Anticoagulant,Y,2022-06-25,,DrugReferenceHub
DRG00531,81165324434,Lantus,Insulin Glargine,Lantus,20,units/mL,Capsule,Intravenous,Summit Therapeutics,Anticoagulant,Y,2023-07-11,,DrugReferenceHub
DRG00532,49343244684,Humalog,Insulin Lispro,Humalog,250,mg,Solution,Oral,BlueRiver Pharmaceuticals,Neurologic,Y,2022-04-15,,DrugReferenceHub
DRG00533,51664216971,Prozac,Fluoxetine,Prozac,500,mcg,Inhaler,Oral,Atlas Medications,Endocrine,Y,2022-03-31,,DrugReferenceHub
DRG00534,60804702793,Wellbutrin,Bupropion,Wellbutrin,25,mg,Injection,Inhalation,Atlas Medications,Antihypertensive,Y,2025-12-18,,DrugReferenceHub
DRG00535,38481272433,Coreg,Carvedilol,Coreg,100,mcg,Solution,Oral,Meridian Pharma,Lipid Lowering,Y,2022-05-09,,DrugReferenceHub
DRG00536,19270364213,Lopressor,Metoprolol,Lopressor,10,mg/mL,Cream,Oral,Beacon Life Sciences,Respiratory,Y,2022-04-19,,DrugReferenceHub
DRG00537,39455777027,Lasix,Furosemide,Lasix,20,units/mL,Tablet,Oral,Summit Therapeutics,Antidiabetic,N,2022-02-14,2024-03-16,DrugReferenceHub
DRG00538,73812149827,Aldactone,Spironolactone,Aldactone,40,mg/mL,Injection,Topical,Beacon Life Sciences,Anticoagulant,Y,2022-07-13,,DrugReferenceHub
DRG00539,20964366855,Ventolin,Albuterol,Ventolin,500,units/mL,Solution,Subcutaneous,Atlas Medications,Antidiabetic,Y,2024-02-11,,DrugReferenceHub
DRG00540,20166640636,Vibramycin,Doxycycline,Vibramycin,1000,units/mL,Tablet,Transdermal,Beacon Life Sciences,Anticoagulant,Y,2025-04-24,,DrugReferenceHub
DRG00541,63166657868,Ozempic,Semaglutide,Ozempic,50,mg/mL,Capsule,Transdermal,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2024-12-10,,DrugReferenceHub
DRG00542,11417343618,Glucophage,Metformin,Glucophage,50,units/mL,Cream,Transdermal,Crescent Therapeutics,Antibiotic,Y,2024-04-28,,DrugReferenceHub
DRG00543,80701649845,Lipitor,Atorvastatin,Lipitor,5,mg,Solution,Transdermal,Redwood Pharma,Antihypertensive,Y,2022-05-05,,DrugReferenceHub
DRG00544,82145991167,Prinivil,,Prinivil,10,units/mL,Inhaler,Topical,Pioneer Medical,Lipid Lowering,Y,2025-02-06,,DrugReferenceHub
DRG00545,26665254060,Norvasc,Amlodipine,Norvasc,10,mg/mL,Injection,Inhalation,Northstar Pharma,Neurologic,Y,2022-02-24,,DrugReferenceHub
DRG00546,82051876664,Cozaar,Losartan,Cozaar,500,mg/mL,Suspension,Inhalation,Meridian Pharma,Antihypertensive,Y,2024-07-11,,DrugReferenceHub
DRG00547,82718305778,Prilosec,Omeprazole,Prilosec,5,units/mL,Solution,Topical,Atlas Medications,Antidepressant,Y,2023-08-22,,DrugReferenceHub
DRG00548,94144432921,Neurontin,Gabapentin,Neurontin,25,mcg,Capsule,Subcutaneous,Redwood Pharma,Endocrine,Y,2025-07-13,,DrugReferenceHub
DRG00549,80870713084,Synthroid,Levothyroxine,Synthroid,25,mcg,Inhaler,Topical,BlueRiver Pharmaceuticals,Lipid Lowering,N,2023-03-26,2025-02-12,DrugReferenceHub
DRG00550,77783196614,Zoloft,Sertraline,Zoloft,500,mcg,Capsule,Intravenous,Beacon Life Sciences,Antidiabetic,Y,2024-07-22,,DrugReferenceHub
DRG00551,64648918947,Crestor,,Crestor,25,mg/mL,Suspension,Subcutaneous,Pioneer Medical,Neurologic,Y,2023-10-06,,DrugReferenceHub
DRG00552,90653588422,Lexapro,Escitalopram,Lexapro,10,mg/mL,Tablet,Transdermal,Redwood Pharma,Antibiotic,Y,2024-02-03,,DrugReferenceHub
DRG00553,10424211436,Singulair,Montelukast,Singulair,20,mg,Suspension,Topical,Crescent Therapeutics,Anticoagulant,Y,2025-10-04,,DrugReferenceHub
DRG00554,21243727554,Cymbalta,,Cymbalta,20,mcg,Solution,Intravenous,Crescent Therapeutics,Anticoagulant,Y,2024-11-08,,DrugReferenceHub
DRG00555,92131319328,Plavix,Clopidogrel,Plavix,250,mg,Tablet,Intravenous,Beacon Life Sciences,Antihypertensive,N,2023-08-30,2025-11-16,DrugReferenceHub
DRG00556,33667709457,Protonix,Pantoprazole,Protonix,10,units/mL,Injection,Inhalation,Summit Therapeutics,Lipid Lowering,N,2023-10-17,2025-10-16,DrugReferenceHub
DRG00557,52833519370,Microzide,Hydrochlorothiazide,Microzide,25,mg,Capsule,Topical,Meridian Pharma,Neurologic,N,2024-10-27,2025-08-13,DrugReferenceHub
DRG00558,68762387095,Eliquis,Apixaban,Eliquis,20,mcg,Tablet,Intravenous,Beacon Life Sciences,Respiratory,N,2023-05-21,2024-11-23,DrugReferenceHub
DRG00559,92387647216,Jardiance,Empagliflozin,Jardiance,250,mg,Inhaler,Oral,Northstar Pharma,Gastrointestinal,Y,2022-09-03,,DrugReferenceHub
DRG00560,35021253272,Januvia,Sitagliptin,Januvia,1000,mg/mL,Capsule,Transdermal,Summit Therapeutics,Antidiabetic,Y,2023-11-15,,DrugReferenceHub
DRG00561,62627523121,Lantus,Insulin Glargine,Lantus,25,mg,Injection,Inhalation,Summit Therapeutics,Respiratory,N,2022-04-10,2024-10-04,DrugReferenceHub
DRG00562,89918102779,Humalog,Insulin Lispro,Humalog,20,mcg,Patch,Intravenous,Northstar Pharma,Anticoagulant,Y,2022-09-06,,DrugReferenceHub
DRG00563,59581445583,Prozac,Fluoxetine,Prozac,100,mcg,Capsule,Subcutaneous,Northstar Pharma,Antihypertensive,Y,2023-09-08,,DrugReferenceHub
DRG00564,96012885450,Wellbutrin,Bupropion,Wellbutrin,1000,units/mL,Suspension,Oral,Redwood Pharma,Antibiotic,Y,2025-03-10,,DrugReferenceHub
DRG00565,62299475227,Coreg,Carvedilol,Coreg,50,mg,Tablet,Inhalation,Beacon Life Sciences,Antidiabetic,Y,2025-02-16,,DrugReferenceHub
DRG00566,64540939887,Lopressor,Metoprolol,Lopressor,10,units/mL,Inhaler,Intravenous,Crescent Therapeutics,Antidepressant,Y,2023-01-17,,DrugReferenceHub
DRG00567,94312952831,Lasix,Furosemide,Lasix,50,mg/mL,Solution,Oral,Atlas Medications,Lipid Lowering,Y,2023-09-09,,DrugReferenceHub
DRG00568,41322801585,Aldactone,Spironolactone,Aldactone,25,mcg,Capsule,Oral,Atlas Medications,Antihypertensive,Y,2022-08-13,,DrugReferenceHub
DRG00569,49110425221,Ventolin,Albuterol,Ventolin,5,units/mL,Patch,Intravenous,Meridian Pharma,Endocrine,Y,2025-01-09,,DrugReferenceHub
DRG00570,55504611813,Vibramycin,Doxycycline,Vibramycin,40,units/mL,Inhaler,Oral,Evergreen Labs,Antidiabetic,Y,2022-12-27,,DrugReferenceHub
DRG00571,68430498393,Ozempic,Semaglutide,Ozempic,20,mg,Tablet,Topical,Meridian Pharma,Anticoagulant,Y,2025-03-14,,DrugReferenceHub
DRG00572,23709808766,Glucophage,Metformin,Glucophage,25,mg/mL,Capsule,Subcutaneous,Pioneer Medical,Lipid Lowering,Y,2025-05-16,,DrugReferenceHub
DRG00573,43075554442,Lipitor,Atorvastatin,Lipitor,1000,mg,Cream,Intravenous,Evergreen Labs,Gastrointestinal,Y,2024-10-04,,DrugReferenceHub
DRG00574,98610652597,Prinivil,Lisinopril,Prinivil,10,units/mL,Tablet,Intravenous,Summit Therapeutics,Anticoagulant,Y,2023-04-28,,DrugReferenceHub
DRG00575,30303185760,Norvasc,Amlodipine,Norvasc,20,mcg,Suspension,Subcutaneous,Beacon Life Sciences,Antihypertensive,Y,2025-10-25,,DrugReferenceHub
DRG00576,99511771384,Cozaar,Losartan,Cozaar,1000,mcg,SUSPENSION,Oral,Redwood Pharma,Lipid Lowering,Y,2024-09-30,,DrugReferenceHub
DRG00577,36527120523,Prilosec,Omeprazole,Prilosec,100,mcg,Injection,Topical,Beacon Life Sciences,Antidiabetic,Y,2024-08-02,,DrugReferenceHub
DRG00578,57323670373,Neurontin,Gabapentin,Neurontin,250,units/mL,Patch,Subcutaneous,Summit Therapeutics,Anticoagulant,Y,2025-06-06,,DrugReferenceHub
DRG00579,63943747887,Synthroid,Levothyroxine,Synthroid,40,units/mL,Patch,Topical,Atlas Medications,Endocrine,Y,2025-07-12,,DrugReferenceHub
DRG00580,77096329537,Zoloft,Sertraline,Zoloft,100,mg/mL,Inhaler,Inhalation,BlueRiver Pharmaceuticals,Respiratory,N,2022-04-24,2023-06-14,DrugReferenceHub
DRG00581,80226651352,Crestor,Rosuvastatin,Crestor,25,mcg,Suspension,Subcutaneous,Pioneer Medical,Respiratory,Y,2025-07-12,,DrugReferenceHub
DRG00582,14752304010,Lexapro,Escitalopram,Lexapro,50,mg,Cream,Oral,Evergreen Labs,Respiratory,Y,2025-01-23,,DrugReferenceHub
DRG00583,57892185137,Singulair,Montelukast,Singulair,500,mcg,Cream,Inhalation,Northstar Pharma,Neurologic,N,2022-10-29,2025-07-02,DrugReferenceHub
DRG00584,46919436288,Cymbalta,Duloxetine,Cymbalta,40,mg/mL,Suspension,Topical,Summit Therapeutics,Respiratory,N,2023-03-26,2023-11-13,DrugReferenceHub
DRG00585,16987352560,Plavix,Clopidogrel,Plavix,250,mcg,Solution,Inhalation,Crescent Therapeutics,Lipid Lowering,Y,2025-01-05,,DrugReferenceHub
DRG00586,85163650917,Protonix,Pantoprazole,Protonix,20,mg,Injection,Intravenous,Pioneer Medical,Anticoagulant,N,2022-11-13,2024-02-07,DrugReferenceHub
DRG00587,95130238512,Microzide,Hydrochlorothiazide,Microzide,10,mg/mL,Inhaler,Subcutaneous,BlueRiver Pharmaceuticals,Anticoagulant,Y,2023-10-24,,DrugReferenceHub
DRG00588,83490963119,Eliquis,Apixaban,Eliquis,500,mg,Injection,Transdermal,Atlas Medications,Antidepressant,N,2024-10-04,2026-01-14,DrugReferenceHub
DRG00589,21137610492,Jardiance,Empagliflozin,Jardiance,10,units/mL,Solution,Intravenous,BlueRiver Pharmaceuticals,Endocrine,Y,2024-08-09,,DrugReferenceHub
DRG00590,90122185551,Januvia,Sitagliptin,Januvia,250,mcg,Cream,Oral,Redwood Pharma,Lipid Lowering,Y,2025-08-23,,DrugReferenceHub
DRG00591,59221259051,Lantus,Insulin Glargine,Lantus,10,mcg,Cream,Inhalation,Pioneer Medical,Respiratory,N,2022-06-13,2024-04-29,DrugReferenceHub
DRG00592,81144656722,Humalog,Insulin Lispro,Humalog,1000,units/mL,Patch,Subcutaneous,Evergreen Labs,Anticoagulant,Y,2023-03-08,,DrugReferenceHub
DRG00593,74970912325,Prozac,Fluoxetine,Prozac,100,mg,Solution,Transdermal,Northstar Pharma,Antidiabetic,N,2025-12-10,2026-10-30,DrugReferenceHub
DRG00594,80033254784,Wellbutrin,Bupropion,Wellbutrin,40,mcg,Solution,Inhalation,Redwood Pharma,Antidiabetic,Y,2024-04-11,,DrugReferenceHub
DRG00595,40423439442,Coreg,Carvedilol,Coreg,1000,mcg,Solution,Subcutaneous,Evergreen Labs,Lipid Lowering,Y,2022-12-30,,DrugReferenceHub
DRG00596,54493906935,Lopressor,Metoprolol,Lopressor,250,mcg,Tablet,Subcutaneous,Redwood Pharma,Neurologic,N,2023-02-28,2024-03-01,DrugReferenceHub
DRG00597,98244356040,Lasix,,Lasix,20,mg/mL,Suspension,Oral,Summit Therapeutics,Antidiabetic,Y,2023-05-11,,DrugReferenceHub
DRG00598,97142643090,Aldactone,Spironolactone,Aldactone,10,mg/mL,Solution,Oral,Pioneer Medical,Gastrointestinal,N,2024-03-21,2026-03-13,DrugReferenceHub
DRG00599,27306842138,Ventolin,Albuterol,Ventolin,40,mg,Capsule,Oral,Atlas Medications,Antidepressant,Y,2023-02-21,,DrugReferenceHub
DRG00600,31723369638,Vibramycin,Doxycycline,Vibramycin,50,mcg,Capsule,Inhalation,Crescent Therapeutics,Gastrointestinal,N,2024-06-28,2025-08-15,DrugReferenceHub
DRG00601,96688385328,Ozempic,Semaglutide,Ozempic,40,mg/mL,Injection,Inhalation,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2023-10-13,,DrugReferenceHub
DRG00602,65507462258,Glucophage,Metformin,Glucophage,25,mg/mL,Injection,Transdermal,Northstar Pharma,Endocrine,Y,2024-06-11,,DrugReferenceHub
DRG00603,92375297554,Lipitor,Atorvastatin,Lipitor,5,units/mL,Inhaler,Inhalation,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2022-08-15,,DrugReferenceHub
DRG00604,74039272223,Prinivil,Lisinopril,Prinivil,25,units/mL,Suspension,Topical,Pioneer Medical,Respiratory,Y,2024-06-30,,DrugReferenceHub
DRG00605,19962310632,UNKNOWN BRAND DRG00605,Amlodipine,Norvasc,25,mcg,Cream,Subcutaneous,Meridian Pharma,Gastrointestinal,Y,2025-09-13,,DrugReferenceHub
DRG00606,85576X05354,Cozaar,Losartan,Cozaar,500,mg/mL,Patch,Subcutaneous,BlueRiver Pharmaceuticals,Antibiotic,N,2022-07-17,2025-01-02,DrugReferenceHub
DRG00607,25951181670,Prilosec,Omeprazole,Prilosec,50,units/mL,Cream,Inhalation,BlueRiver Pharmaceuticals,Antidepressant,Y,2023-04-24,,DrugReferenceHub
DRG00608,60055684146,Neurontin,Gabapentin,Neurontin,1000,mg,Suspension,Oral,Redwood Pharma,Neurologic,Y,2024-10-10,,DrugReferenceHub
DRG00609,20698353031,Synthroid,Levothyroxine,Synthroid,50,units/mL,Cream,Inhalation,Crescent Therapeutics,Antibiotic,Y,2024-06-21,,DrugReferenceHub
DRG00610,42883174115,Zoloft,Sertraline,Zoloft,100,mg,Tablet,Intravenous,Redwood Pharma,Antihypertensive,Y,2024-09-13,,DrugReferenceHub
DRG00611,47499455138,Crestor,Rosuvastatin,Crestor,25,mg/mL,Tablet,Oral,Northstar Pharma,Neurologic,Y,2024-03-29,,DrugReferenceHub
DRG00612,44682779034,Lexapro,Escitalopram,Lexapro,250,mg/mL,Capsule,Topical,Evergreen Labs,Antidiabetic,Y,2024-09-24,,DrugReferenceHub
DRG00613,86106901629,Singulair,Montelukast,Singulair,250,mcg,Tablet,Oral,Redwood Pharma,Anticoagulant,Y,2024-06-09,,DrugReferenceHub
DRG00614,74385175975,Cymbalta,Duloxetine,Cymbalta,20,mg,Tablet,Oral,Crescent Therapeutics,Antibiotic,Y,2022-04-19,,DrugReferenceHub
DRG00615,75313622617,Plavix,Clopidogrel,Plavix,5,mg,Solution,Transdermal,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2025-01-03,,DrugReferenceHub
DRG00616,48632631955,Protonix,Pantoprazole,Protonix,40,mg/mL,Solution,Intravenous,Redwood Pharma,Antidiabetic,Y,2023-10-16,,DrugReferenceHub
DRG00617,84031314513,Microzide,Hydrochlorothiazide,Microzide,40,mg,Patch,Oral,Crescent Therapeutics,Anticoagulant,Y,2022-03-17,,DrugReferenceHub
DRG00618,82828X96067,Eliquis,Apixaban,Eliquis,20,mg/mL,Inhaler,Inhalation,Atlas Medications,Gastrointestinal,N,2023-08-22,2026-01-31,DrugReferenceHub
DRG00619,90800728349,Jardiance,Empagliflozin,Jardiance,25,mg/mL,Solution,Oral,Northstar Pharma,Lipid Lowering,Y,2023-09-29,,DrugReferenceHub
DRG00620,38837974554,Januvia,Sitagliptin,Januvia,5,mcg,Patch,Intravenous,Redwood Pharma,Respiratory,Y,2022-05-07,,DrugReferenceHub
DRG00621,19771699369,Lantus,Insulin Glargine,Lantus,500,mg/mL,Patch,Subcutaneous,Evergreen Labs,Endocrine,Y,2025-12-27,,DrugReferenceHub
DRG00622,52039804315,UNKNOWN BRAND DRG00622,Insulin Lispro,Humalog,20,mg,Inhaler,Topical,Redwood Pharma,Antidepressant,Y,2022-11-22,,DrugReferenceHub
DRG00623,28216637671,Prozac,Fluoxetine,Prozac,50,mg/mL,Patch,Transdermal,Crescent Therapeutics,Neurologic,Y,2023-04-29,,DrugReferenceHub
DRG00624,97074469738,Wellbutrin,Bupropion,Wellbutrin,250,units/mL,Cream,Oral,Crescent Therapeutics,Antidepressant,Y,2023-10-07,,DrugReferenceHub
DRG00625,75031842748,Coreg,Carvedilol,Coreg,40,units/mL,Patch,Transdermal,Crescent Therapeutics,Antihypertensive,N,2025-05-02,2026-07-04,DrugReferenceHub
DRG00626,88056214772,Lopressor,Metoprolol,Lopressor,10,units/mL,Capsule,Oral,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2024-12-22,,DrugReferenceHub
DRG00627,36099200846,Lasix,Furosemide,Lasix,40,mg/mL,Inhaler,Transdermal,Crescent Therapeutics,Neurologic,N,2025-02-01,2026-11-02,DrugReferenceHub
DRG00628,79480401968,Aldactone,Spironolactone,Aldactone,20,units/mL,Patch,Inhalation,Summit Therapeutics,Antidiabetic,N,2022-12-13,2024-03-09,DrugReferenceHub
DRG00629,82391488851,Ventolin,Albuterol,Ventolin,100,mg,Capsule,Transdermal,Crescent Therapeutics,Lipid Lowering,Y,2025-05-21,,DrugReferenceHub
DRG00630,41577609162,Vibramycin,Doxycycline,Vibramycin,500,mg,Cream,Oral,Crescent Therapeutics,Antidiabetic,Y,2025-04-28,,DrugReferenceHub
DRG00631,63613240630,Ozempic,Semaglutide,Ozempic,1000,mg,Cream,Subcutaneous,Crescent Therapeutics,Antidiabetic,Y,2023-11-10,,DrugReferenceHub
DRG00632,13622989050,Glucophage,Metformin,Glucophage,40,units/mL,Inhaler,Subcutaneous,Crescent Therapeutics,Lipid Lowering,Y,2024-03-08,,DrugReferenceHub
DRG00633,36017326675,Lipitor,Atorvastatin,Lipitor,5,mg,Solution,Subcutaneous,Redwood Pharma,Gastrointestinal,Y,2022-02-24,,DrugReferenceHub
DRG00634,67413273786,Prinivil,Lisinopril,Prinivil,10,mcg,Tablet,Topical,Northstar Pharma,Antihypertensive,N,2025-01-16,2026-04-23,DrugReferenceHub
DRG00635,76910235985,Norvasc,Amlodipine,Norvasc,20,mg,Inhaler,Intravenous,Evergreen Labs,Antidiabetic,Y,2025-11-05,,DrugReferenceHub
DRG00636,40837522788,Cozaar,Losartan,Cozaar,25,units/mL,Solution,Oral,Atlas Medications,Gastrointestinal,N,2023-11-22,2025-11-20,DrugReferenceHub
DRG00637,22581320920,Prilosec,Omeprazole,Prilosec,250,mg,Suspension,Transdermal,Beacon Life Sciences,Gastrointestinal,Y,2024-03-01,,DrugReferenceHub
DRG00638,31620645567,Neurontin,Gabapentin,Neurontin,20,mg/mL,Inhaler,Transdermal,Northstar Pharma,Anticoagulant,Y,2023-12-31,,DrugReferenceHub
DRG00639,96493569992,Synthroid,Levothyroxine,Synthroid,25,mg,Cream,Topical,Redwood Pharma,Antihypertensive,Y,2022-05-01,,DrugReferenceHub
DRG00640,41115163443,Zoloft,Sertraline,Zoloft,25,mcg,Cream,Transdermal,Redwood Pharma,Respiratory,Y,2024-06-25,,DrugReferenceHub
DRG00641,81712516630,Crestor,Rosuvastatin,Crestor,100,units/mL,Cream,Transdermal,Summit Therapeutics,Anticoagulant,Y,2024-11-20,,DrugReferenceHub
DRG00642,17204851877,Lexapro,Escitalopram,Lexapro,50,mcg,Suspension,Topical,Atlas Medications,Anticoagulant,N,2025-09-18,2026-11-12,DrugReferenceHub
DRG00643,92233526721,Singulair,Montelukast,Singulair,25,mg,Tablet,Transdermal,Crescent Therapeutics,Neurologic,Y,2025-09-21,,DrugReferenceHub
DRG00644,68912388929,Cymbalta,Duloxetine,Cymbalta,25,mg,Injection,Oral,Summit Therapeutics,Anticoagulant,Y,2023-12-21,,DrugReferenceHub
